date,polarity
2017-06-01,29.16666666666667
2017-06-02,70.0
2017-06-03,12.5
2017-06-04,175.33333333333334
2017-06-05,144.55
2017-06-06,-7.2222222222222285
2017-06-07,227.08333333333331
2017-06-08,217.95454545454544
2017-06-09,321.1309523809524
2017-06-10,50.45238095238095
2017-06-11,-5.0
2017-06-12,5.454545454545454
2017-06-13,55.89285714285714
2017-06-14,100.0
2017-06-16,75.0
2017-06-17,13.125
2017-06-18,2.5
2017-06-19,11.547619047619055
2017-06-20,42.5
2017-06-21,106.78571428571428
2017-06-22,45.83333333333333
2017-06-23,71.41414141414141
2017-06-24,0.0
2017-06-25,109.59956709956708
2017-06-26,139.55555555555557
2017-06-29,116.94444444444446
2017-06-30,108.57142857142857
2017-07-02,233.81944444444446
2017-07-03,22.5
2017-07-04,48.71212121212122
2017-07-06,65.0
2017-07-07,0.0
2017-07-08,18.333333333333336
2017-07-09,68.66666666666667
2017-07-11,199.41798941798942
2017-07-12,90.75
2017-07-13,13.5
2017-07-14,250.87797619047618
2017-07-15,19.166666666666664
2017-07-16,50.0
2017-07-17,-21.648484848484852
2017-07-18,13.636363636363635
2017-07-20,40.02380952380952
2017-07-21,10.0
2017-07-22,-20.0
2017-07-25,62.81746031746033
2017-07-26,-80.0
2017-07-27,50.0
2017-07-28,24.83333333333333
2017-07-29,156.8181818181818
2017-07-30,125.0
2017-07-31,98.33333333333334
2017-08-01,50.0
2017-08-02,150.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,8.928571428571429
2017-08-06,-3.750000000000001
2017-08-07,1.6666666666666663
2017-08-10,1.5625
2017-08-11,278.6111111111111
2017-08-12,361.57575757575756
2017-08-13,1.6666666666666663
2017-08-14,23.33333333333333
2017-08-15,34.922619047619044
2017-08-18,-30.0
2017-08-19,120.0
2017-08-20,39.25324675324675
2017-08-21,48.035714285714285
2017-08-22,80.0
2017-08-23,-85.11363636363636
2017-08-24,23.33333333333333
2017-08-25,10.23809523809524
2017-08-26,-28.75
2017-08-27,24.841269841269856
2017-08-28,-1.1333333333333435
2017-08-29,14.642857142857144
2017-08-30,15.0
2017-08-31,64.58333333333331
2017-09-04,42.301587301587304
2017-09-07,13.636363636363635
2017-09-08,37.5
2017-09-09,0.0
2017-09-12,-35.0
2017-09-13,0.0
2017-09-14,57.66666666666667
2017-09-15,0.0
2017-09-16,-25.0
2017-09-19,28.749999999999996
2017-09-20,32.5
2017-09-22,10.0
2017-09-24,25.0
2017-09-25,78.125
2017-09-26,35.0
2017-09-27,10.735930735930738
2017-09-28,87.5
2017-09-29,90.71428571428575
